Farm_ID,Location,Collection_Date,Growth_Stage,pH,EC,P,K,Temperature,Humidity,Moisture,N,Soil_Suitability,N_Status,P_Status,K_Status,Recommended_Urea,Recommended_TSP,Recommended_MOP,Recommended_Organic
BD_RK_2023_0032,Rathkarawua,3/23/2024,Germination,6.98,0.079,85,356.9,23.9,86.2,35.2,49.1,2,1,1,2,5.5,4.5,5,1000
BD_BR_2024_0028,Boralanda,8/26/2024,Maturation,6.3,0.226,197.8,135.8,15.4,90.3,55.1,22.5,1,0,2,0,0,0,0,0
BD_ME_2023_0034,Makul_Ella,2/10/2024,Tuber_Initiation,6.15,0.113,53.2,199.3,22,77.1,65.4,33.5,2,1,1,1,11,0,12.5,0
BD_RK_2023_0033,Rathkarawua,12/8/2023,Vegetative,5.91,0.145,138.9,337.4,19.2,84.5,54.2,42.9,2,1,2,2,11,0,0,0
BD_BW_2023_0043,Bandarawela,6/27/2024,Vegetative,6.81,0.054,123.4,281.9,27.5,70.3,52.6,48.7,2,1,2,1,11,0,0,0
BD_RK_2024_0034,Rathkarawua,10/22/2024,Vegetative,6.83,0.076,144.6,344.8,21.2,73.6,56.8,50.7,2,2,2,2,7,0,0,0
BD_BR_2023_0029,Boralanda,5/30/2023,Tuber_Initiation,6.59,0.076,111.2,185.6,17.7,92.2,55,21.6,2,0,2,1,16.5,0,12.5,0
BD_BR_2023_0030,Boralanda,9/8/2024,Vegetative,6.38,0.083,74.3,256.2,19,82.2,59.7,37.4,2,1,1,1,11,0,0,0
BD_BW_2023_0044,Bandarawela,10/5/2024,Maturation,7.03,0.114,110.7,343,23.2,82.7,72.6,40.4,2,1,2,2,0,0,0,0
BD_UP_2024_0037,Uva_Paranagama,11/28/2024,Tuber_Initiation,6.41,0.151,27.3,142.9,26.6,67.4,30.1,21.3,0,0,0,0,16.5,0,12.5,0
BD_RK_2023_0035,Rathkarawua,3/26/2024,Germination,6.29,0.04,162.8,307.5,20.3,70.3,70,37.1,2,1,2,2,5.5,0,5,1000
BD_UP_2024_0038,Uva_Paranagama,10/8/2024,Tuber_Initiation,6.23,0.132,57.6,236.9,27.2,73,59.3,43.3,2,1,1,1,11,0,12.5,0
BD_OH_2023_0040,Ohiya,12/27/2023,Germination,6.28,0.094,95.2,248.9,12.3,89.9,64,53.2,2,2,1,1,3,4.5,8,1000
BD_OH_2024_0041,Ohiya,4/7/2024,Germination,5.43,0.078,82.3,252.9,14.8,80.8,58.8,37.3,1,1,1,1,5.5,4.5,8,1500
BD_HP_2024_0028,Haputhale,10/21/2023,Germination,6.25,0.083,112.5,249.2,20.9,86.5,41.1,51.9,2,2,2,1,3,0,8,600
BD_BW_2024_0045,Bandarawela,4/18/2024,Germination,6.16,0.048,153.1,258.5,20.7,74.3,45.4,39.4,2,1,2,1,5.5,0,8,600
BD_UP_2023_0039,Uva_Paranagama,11/26/2023,Maturation,6.49,0.096,53.4,155,23.7,71.1,62,24.7,2,0,1,1,0,0,0,0
BD_ME_2023_0035,Makul_Ella,3/5/2023,Maturation,6.11,0.142,93.5,214.5,21.3,91.5,55.5,26.5,2,0,1,1,0,0,0,0
BD_BW_2024_0046,Bandarawela,3/28/2023,Vegetative,6.89,0.069,132.5,304.6,25.3,66.5,50.2,52.9,2,2,2,2,7,0,0,0
BD_HP_2023_0029,Haputhale,12/25/2024,Maturation,6.49,0.08,68.8,356.4,20,72.1,64.6,35.5,2,1,1,2,0,0,0,0
BD_UP_2023_0040,Uva_Paranagama,1/8/2024,Tuber_Initiation,4.64,0.303,20,232.1,21.3,81.5,50.7,18.4,0,0,0,1,16.5,0,12.5,0
BD_OH_2024_0042,Ohiya,2/23/2024,Tuber_Initiation,5.94,0.156,64.1,164.3,19.5,93.7,56.9,41.5,1,1,1,1,11,0,12.5,0
BD_MH_2023_0037,Mirahawatte,10/8/2024,Tuber_Initiation,6.75,0.073,155.7,368.6,23.9,84.8,74.1,42.1,2,1,2,2,11,0,8,0
BD_BW_2024_0047,Bandarawela,4/7/2023,Maturation,6.29,0.094,113.8,358,22,81.9,52.6,53.9,2,2,2,2,0,0,0,0
BD_OH_2024_0043,Ohiya,11/3/2024,Vegetative,7.41,0.052,20,273.6,17.8,85.2,60.3,37.1,1,1,0,1,11,0,0,0
BD_RK_2023_0036,Rathkarawua,8/19/2024,Vegetative,6.62,0.107,134.6,304.8,24.3,81.8,51.3,48.6,2,1,2,2,11,0,0,0
BD_RK_2024_0037,Rathkarawua,11/2/2024,Maturation,6.38,0.059,91.2,281.4,20.4,76.4,49.7,38.7,2,1,1,1,0,0,0,0
BD_WD_2023_0034,Welimada,11/14/2023,Maturation,6.23,0.102,87.5,230.3,17.9,75.4,55.6,26.7,2,0,1,1,0,0,0,0
BD_RK_2023_0038,Rathkarawua,11/17/2024,Germination,6.05,0.087,107.3,286.2,19.2,79.7,67,32.7,2,1,2,1,5.5,0,8,1000
BD_HN_2024_0040,Hinnarangolla,1/19/2023,Tuber_Initiation,5.95,0.215,78.9,153.4,22.7,76.9,56.2,20.7,1,0,1,1,16.5,0,12.5,0
BD_OH_2023_0044,Ohiya,8/8/2023,Tuber_Initiation,5.85,0.143,103.4,208.5,13.8,83.4,60.1,42.3,2,1,2,1,11,0,12.5,0
BD_UP_2023_0041,Uva_Paranagama,8/20/2023,Vegetative,5.41,0.17,32.6,217.9,20.4,74.9,44.2,33.4,0,1,0,1,11,0,0,0
BD_WD_2023_0035,Welimada,10/30/2023,Germination,4.84,0.04,59.7,273.7,22.1,77.6,56.2,51.3,1,2,1,1,3,4.5,8,1500
BD_ME_2023_0036,Makul_Ella,11/8/2024,Tuber_Initiation,5.72,0.052,59.2,182.3,17.5,85.9,47.8,53.7,2,2,1,1,5.5,0,12.5,0
BD_MH_2023_0038,Mirahawatte,9/3/2024,Maturation,6.41,0.108,111.9,297.5,23.4,84.9,50.9,36.3,2,1,2,1,0,0,0,0
BD_WD_2023_0036,Welimada,7/5/2023,Vegetative,6.59,0.123,95.7,184.8,18.2,76.4,41.1,52,1,2,1,1,7,0,0,0
BD_UP_2023_0042,Uva_Paranagama,2/25/2024,Tuber_Initiation,5.98,0.218,82.9,227.4,23.3,73.5,45.2,46.3,1,1,1,1,11,0,12.5,0
BD_BR_2024_0031,Boralanda,9/17/2024,Tuber_Initiation,6.43,0.162,23.5,221.4,19.4,91.3,63.9,47.3,1,1,0,1,11,0,12.5,0
BD_UP_2023_0043,Uva_Paranagama,6/30/2024,Vegetative,6.03,0.168,36.9,206.4,22.6,78.5,57.9,35.2,1,1,0,1,11,0,0,0
BD_OH_2024_0045,Ohiya,7/18/2023,Tuber_Initiation,7,0.229,125.7,276.8,13.8,90.4,50.5,47.2,1,1,2,1,11,0,12.5,0
BD_MH_2024_0039,Mirahawatte,4/17/2024,Tuber_Initiation,6.45,0.111,87.1,277.7,24.8,70.8,40.4,50.3,2,2,1,1,5.5,0,12.5,0
BD_HN_2024_0041,Hinnarangolla,6/15/2023,Vegetative,5.49,0.138,117.5,279,17.7,76.7,52.4,34.8,2,1,2,1,11,0,0,0
BD_MH_2023_0040,Mirahawatte,9/14/2023,Germination,6.23,0.04,113.2,367.7,25.7,70.9,37.8,56.1,2,2,2,2,3,0,5,1000
BD_UP_2024_0044,Uva_Paranagama,7/21/2024,Germination,5.65,0.429,78.4,180.6,22.7,83.3,47.4,29.6,1,0,1,1,5.5,4.5,8,1500
BD_ME_2023_0037,Makul_Ella,10/19/2023,Germination,5.36,0.192,71.6,190.1,22.3,86.5,59.6,44,1,1,1,1,5.5,4.5,8,1000
BD_WD_2024_0037,Welimada,4/5/2024,Vegetative,6.22,0.104,84.4,195.9,16.1,87.4,74.3,50.1,2,2,1,1,7,0,0,0
BD_HN_2023_0042,Hinnarangolla,8/16/2023,Maturation,6.7,0.175,42.6,141.5,17.8,79.2,60.2,40.3,0,1,0,0,0,0,0,0
BD_RK_2023_0039,Rathkarawua,2/29/2024,Germination,6.55,0.131,138,273.3,25.8,87.2,53.9,48.2,2,1,2,1,5.5,0,8,1000
BD_HN_2024_0043,Hinnarangolla,8/30/2023,Maturation,6.37,0.098,163,245,18.9,73.7,66.5,22.4,2,0,2,1,0,0,0,0
BD_BW_2024_0048,Bandarawela,8/18/2023,Germination,5.95,0.04,112.8,366.7,22.4,73.1,61.4,43.5,2,1,2,2,5.5,0,5,600
BD_RK_2023_0040,Rathkarawua,10/27/2024,Tuber_Initiation,6.68,0.078,148.5,278.3,24.5,82,44.5,49.7,2,1,2,1,11,0,12.5,0
BD_WD_2023_0038,Welimada,2/9/2023,Tuber_Initiation,6.32,0.14,90.8,328.1,20.9,89.4,40.4,33.4,2,1,1,2,11,0,8,0
BD_UP_2023_0045,Uva_Paranagama,12/23/2024,Maturation,5.26,0.149,49,295,24.4,69.7,40.8,29.6,1,0,0,1,0,0,0,0
BD_UP_2023_0046,Uva_Paranagama,3/23/2023,Germination,6.38,0.153,66.9,179.9,24.9,83,44.4,21.3,1,0,1,1,5.5,4.5,8,1500
BD_OH_2023_0046,Ohiya,6/3/2023,Maturation,6.21,0.208,118.6,199.9,17.6,88.3,55.8,24.3,1,0,2,1,0,0,0,0
BD_BW_2024_0049,Bandarawela,9/1/2023,Tuber_Initiation,6.48,0.127,113.9,268.9,23.6,73.2,45.5,59.4,2,2,2,1,5.5,0,12.5,0
BD_BW_2023_0050,Bandarawela,9/2/2023,Maturation,6.29,0.1,95.5,306.5,21.3,78.2,32,48.6,2,1,1,2,0,0,0,0
BD_MH_2024_0041,Mirahawatte,3/6/2023,Germination,5.74,0.049,77.8,238.2,18.5,84.6,48.1,63.9,2,2,1,1,3,4.5,8,600
BD_UP_2023_0047,Uva_Paranagama,10/9/2024,Vegetative,5.64,0.157,67.8,290,21,72.8,40.9,15,1,0,1,1,11,0,0,0
BD_WD_2024_0039,Welimada,3/15/2024,Germination,6.3,0.2,58.2,348.3,22.4,84.2,64.9,19.5,1,0,1,2,5.5,4.5,5,600
BD_MH_2024_0042,Mirahawatte,9/4/2023,Maturation,6.25,0.114,100.2,301.8,21.5,80.7,53.5,47.4,2,1,2,2,0,0,0,0
BD_WD_2023_0040,Welimada,6/20/2024,Tuber_Initiation,6.3,0.12,124.7,353.6,23.5,77.1,61.8,30.9,2,1,2,2,11,0,8,0
BD_BW_2023_0051,Bandarawela,2/4/2024,Maturation,6.42,0.075,99.7,305.9,25.4,74.6,53.1,53.5,2,2,1,2,0,0,0,0
BD_HP_2024_0030,Haputhale,1/18/2024,Tuber_Initiation,5.93,0.065,109.9,389.7,25.2,77.7,47.2,49.1,2,1,2,2,11,0,8,0
BD_HP_2024_0031,Haputhale,3/11/2023,Tuber_Initiation,6.08,0.126,83.8,323,24.6,82.6,68.9,50,2,2,1,2,5.5,0,8,0
BD_BR_2023_0032,Boralanda,8/18/2024,Tuber_Initiation,6.28,0.135,120.4,266.1,20,87.7,62.1,24.6,2,0,2,1,16.5,0,12.5,0
BD_WD_2023_0041,Welimada,12/27/2023,Tuber_Initiation,6.84,0.147,96.6,162.8,17.3,78.1,45.2,36.9,1,1,1,1,11,0,12.5,0
BD_WD_2024_0042,Welimada,12/13/2024,Maturation,5.71,0.112,42.3,233.6,22.7,77.5,49.6,15,1,0,0,1,0,0,0,0
BD_WD_2023_0043,Welimada,3/6/2023,Maturation,5.56,0.103,80.3,246.3,23.7,75.8,62.6,39.6,2,1,1,1,0,0,0,0
BD_HP_2024_0032,Haputhale,7/26/2023,Germination,6.27,0.094,86.6,293.5,18.6,73.4,59.6,44.1,2,1,1,1,5.5,4.5,8,600
BD_BR_2023_0033,Boralanda,11/20/2023,Tuber_Initiation,5.02,0.147,83.6,256,15.6,78.1,32.2,47.8,1,1,1,1,11,0,12.5,0
BD_ME_2024_0038,Makul_Ella,7/10/2024,Maturation,6.69,0.04,121.6,224.9,21.8,80.4,59.2,39.1,2,1,2,1,0,0,0,0
BD_OH_2023_0047,Ohiya,10/24/2024,Vegetative,5.16,0.192,63,271,12.6,84.2,55.2,46.2,1,1,1,1,11,0,0,0
BD_OH_2024_0048,Ohiya,2/18/2023,Tuber_Initiation,6.71,0.143,61.2,242.3,19.8,82.7,38.1,22.7,1,0,1,1,16.5,0,12.5,0
BD_OH_2023_0049,Ohiya,1/12/2024,Maturation,5.64,0.22,112.3,212.3,18.9,80.9,59.1,42.3,1,1,2,1,0,0,0,0
BD_HN_2024_0044,Hinnarangolla,1/31/2024,Tuber_Initiation,5.52,0.04,92.7,304,18.1,84.2,55.7,39.6,2,1,1,2,11,0,8,0
BD_WD_2024_0044,Welimada,12/9/2024,Maturation,5.4,0.082,71.5,308.4,20.8,84.8,45.4,19.7,2,0,1,2,0,0,0,0
BD_RK_2024_0041,Rathkarawua,3/26/2023,Maturation,6.16,0.138,89,393.8,23.5,73.2,45,57.6,2,2,1,2,0,0,0,0
BD_BW_2024_0052,Bandarawela,9/8/2024,Vegetative,6.45,0.115,164.5,336.3,22.1,73.4,51,39.1,2,1,2,2,11,0,0,0
BD_ME_2024_0039,Makul_Ella,11/25/2023,Germination,6.21,0.138,155.3,148,23.5,78,49.6,38.6,2,1,2,0,5.5,0,12.5,1000
BD_BW_2024_0053,Bandarawela,11/7/2024,Tuber_Initiation,5.84,0.154,118.5,344.1,21.6,65.5,48.7,55.7,2,2,2,2,5.5,0,8,0
BD_OH_2024_0050,Ohiya,9/9/2024,Maturation,6.14,0.185,112.2,251.2,19.3,88.6,53,53.6,1,2,2,1,0,0,0,0
BD_WD_2024_0045,Welimada,12/26/2023,Maturation,5.66,0.103,56.3,208.5,19.4,85.5,69.5,59.2,2,2,1,1,0,0,0,0
BD_HP_2024_0033,Haputhale,9/21/2024,Maturation,6.23,0.062,87.7,282.2,24.4,88.7,69.3,58.7,2,2,1,1,0,0,0,0
BD_OH_2023_0051,Ohiya,3/18/2023,Maturation,5.94,0.178,110,335.2,19,80.7,64.4,28.3,2,0,2,2,0,0,0,0
BD_RK_2023_0042,Rathkarawua,2/1/2023,Vegetative,6.33,0.068,114.3,277,24.4,72.8,62.6,48,2,1,2,1,11,0,0,0
BD_MH_2024_0043,Mirahawatte,2/5/2023,Vegetative,6.52,0.04,139.6,277.7,25.5,75.5,53.3,48.3,2,1,2,1,11,0,0,0
BD_BW_2023_0054,Bandarawela,10/22/2024,Tuber_Initiation,6.48,0.081,138.4,270.6,21.7,75.1,68.3,52.2,2,2,2,1,5.5,0,12.5,0
BD_RK_2024_0043,Rathkarawua,8/3/2024,Germination,5.93,0.113,75.5,361.6,20.6,83.7,49.1,35.7,2,1,1,2,5.5,4.5,5,1000
BD_MH_2023_0044,Mirahawatte,11/26/2024,Maturation,6.11,0.098,138.6,326.9,18.5,78.8,41.9,35.9,2,1,2,2,0,0,0,0
BD_RK_2024_0044,Rathkarawua,3/30/2024,Germination,6.08,0.072,108.6,349.6,25.9,83.3,51,54.3,2,2,2,2,3,0,5,600
BD_MH_2023_0045,Mirahawatte,6/26/2024,Tuber_Initiation,6.38,0.101,99.4,316,22.1,72.2,51,65.8,2,2,1,2,5.5,0,8,0
BD_HN_2024_0045,Hinnarangolla,10/27/2024,Tuber_Initiation,6.59,0.157,61.5,233.6,24.6,77.6,59,45.3,1,1,1,1,11,0,12.5,0
BD_BR_2023_0034,Boralanda,1/27/2023,Vegetative,6.62,0.181,106.2,182.8,21.8,84.5,73.9,36,1,1,2,1,11,0,0,0
BD_UP_2024_0048,Uva_Paranagama,7/29/2024,Germination,5.77,0.217,46.6,119.5,23.7,81.6,57.3,47.9,0,1,0,0,5.5,6.7,12.5,1500
BD_OH_2024_0052,Ohiya,12/21/2024,Maturation,6.32,0.193,105.2,300.9,12.9,86.1,62.5,41.6,2,1,2,2,0,0,0,0
BD_BR_2024_0035,Boralanda,12/11/2024,Maturation,6.04,0.18,85.6,170.7,21.2,84.7,58.9,36.6,1,1,1,1,0,0,0,0
BD_BR_2023_0036,Boralanda,5/19/2023,Germination,6.25,0.074,81.2,168.2,22,86.6,66.1,15,2,0,1,1,5.5,4.5,8,1000
BD_UP_2023_0049,Uva_Paranagama,3/31/2024,Germination,4.59,0.155,55.6,189.7,26.3,68.9,31.7,15,1,0,1,1,5.5,4.5,8,1500
BD_RK_2024_0045,Rathkarawua,12/27/2024,Germination,6.4,0.04,146.7,262,21.6,79.9,70.5,48.7,2,1,2,1,5.5,0,8,1000
BD_ME_2024_0040,Makul_Ella,11/4/2023,Vegetative,6,0.171,80.6,228.6,17.8,75,38.5,34.3,1,1,1,1,11,0,0,0
BD_WD_2024_0046,Welimada,6/4/2024,Vegetative,5.57,0.148,95.6,256.1,18.8,81.4,44.1,38.3,2,1,1,1,11,0,0,0
BD_BW_2023_0055,Bandarawela,5/23/2023,Vegetative,6.78,0.076,140.2,305.7,25.4,75.2,32.4,42.5,2,1,2,2,11,0,0,0
BD_UP_2023_0050,Uva_Paranagama,1/5/2024,Tuber_Initiation,5.72,0.199,54.4,194.5,27.9,82.2,38.6,30,1,0,1,1,16.5,0,12.5,0
BD_UP_2023_0051,Uva_Paranagama,9/18/2024,Germination,5.73,0.159,40.9,116,20,71.2,45.5,36,0,1,0,0,5.5,6.7,12.5,1000
BD_BW_2024_0056,Bandarawela,2/12/2024,Maturation,5.89,0.104,101,239.2,27.2,74.9,48.9,55.4,2,2,2,1,0,0,0,0
BD_ME_2024_0041,Makul_Ella,2/24/2024,Germination,5.57,0.087,70.6,187.2,17,85.8,50.8,42.6,2,1,1,1,5.5,4.5,8,1000
BD_WD_2024_0047,Welimada,10/19/2024,Germination,6.11,0.119,119.1,269.3,23.5,90.5,58.9,53.7,2,2,2,1,3,0,8,1500
BD_UP_2024_0052,Uva_Paranagama,11/27/2024,Tuber_Initiation,4.99,0.083,32.7,141.7,25.5,68.4,50.9,18.3,0,0,0,0,16.5,0,12.5,0
BD_WD_2023_0048,Welimada,5/13/2023,Maturation,6.02,0.181,20.9,272.7,16.7,81.4,42.6,39.6,1,1,0,1,0,0,0,0
BD_ME_2023_0042,Makul_Ella,5/8/2023,Vegetative,5.7,0.161,77.2,233.3,23.6,77.4,41.1,34,1,1,1,1,11,0,0,0
BD_OH_2023_0053,Ohiya,6/15/2023,Tuber_Initiation,5.76,0.149,88.1,237.8,13.5,82.2,40.1,50,2,1,1,1,11,0,12.5,0
BD_BR_2024_0037,Boralanda,6/15/2024,Tuber_Initiation,6.17,0.085,105.9,177.5,19.8,91.8,54.8,28.3,2,0,2,1,16.5,0,12.5,0
BD_BW_2024_0057,Bandarawela,7/21/2023,Tuber_Initiation,5.81,0.069,112.2,285.4,25.6,72.3,67.6,57.5,2,2,2,1,5.5,0,12.5,0
BD_WD_2024_0049,Welimada,9/21/2024,Germination,5.71,0.133,96,310.5,16.2,86.7,45.6,51,2,2,1,2,3,4.5,5,1500
BD_ME_2023_0043,Makul_Ella,8/29/2024,Vegetative,5.78,0.17,75.5,170.2,23.3,75.1,49.4,32.6,1,1,1,1,11,0,0,0
BD_WD_2024_0050,Welimada,7/31/2024,Germination,5.36,0.129,78.6,263.6,23.1,84.4,72.3,41.2,1,1,1,1,5.5,4.5,8,1500
BD_HP_2023_0034,Haputhale,2/16/2023,Tuber_Initiation,5.64,0.046,123.9,266.1,23.9,81.9,53.4,51,2,2,2,1,5.5,0,12.5,0
BD_BR_2024_0038,Boralanda,9/24/2024,Germination,5.86,0.098,29.9,277.2,22.7,85.6,47.3,19.6,1,0,0,1,5.5,6.7,8,600
BD_UP_2024_0053,Uva_Paranagama,10/19/2024,Tuber_Initiation,4.5,0.268,50.9,186.4,23.5,82,65.5,23.7,1,0,1,1,16.5,0,12.5,0
BD_UP_2023_0054,Uva_Paranagama,12/2/2024,Maturation,6.45,0.246,41.1,187.2,23.2,66,52.2,31.4,1,1,0,1,0,0,0,0
BD_OH_2024_0054,Ohiya,3/16/2023,Germination,7,0.124,51.7,320.7,18,88.2,62.2,26.6,1,0,1,2,5.5,4.5,5,1000
BD_WD_2024_0051,Welimada,3/1/2024,Maturation,5.61,0.223,52.1,234.2,19.8,90.3,63.6,37.1,1,1,1,1,0,0,0,0
BD_UP_2023_0055,Uva_Paranagama,12/15/2023,Vegetative,6.98,0.071,60.6,164.4,26.7,76,40.5,34,1,1,1,1,11,0,0,0
BD_RK_2024_0046,Rathkarawua,12/20/2023,Maturation,6.39,0.11,102,370.7,21.7,81,58.3,48.5,2,1,2,2,0,0,0,0
BD_WD_2024_0052,Welimada,6/11/2024,Germination,5.79,0.202,56.8,259,18.7,89.8,57,49.6,1,1,1,1,5.5,4.5,8,1000
BD_RK_2023_0047,Rathkarawua,4/22/2024,Germination,6.24,0.101,116.4,296.8,23.3,80.7,45.9,52.1,2,2,2,1,3,0,8,600
BD_OH_2024_0055,Ohiya,9/11/2023,Vegetative,5.65,0.128,61.7,235.4,15.5,94.3,68.5,42.1,2,1,1,1,11,0,0,0
BD_BW_2023_0058,Bandarawela,10/25/2023,Maturation,6.33,0.096,124.2,242.4,22.4,75.6,55.9,43.1,2,1,2,1,0,0,0,0
BD_MH_2024_0046,Mirahawatte,9/12/2023,Vegetative,7.01,0.057,152.3,294.1,22.7,73.5,52.6,48.6,1,1,2,1,11,0,0,0
BD_RK_2024_0048,Rathkarawua,7/14/2023,Vegetative,6.65,0.165,157.7,300,20.6,84.1,34.8,49.9,2,1,2,2,11,0,0,0
BD_UP_2024_0056,Uva_Paranagama,5/25/2024,Tuber_Initiation,7.04,0.162,35.6,104,27.4,75,50.1,32.4,0,1,0,0,11,0,12.5,0
BD_UP_2023_0057,Uva_Paranagama,4/3/2023,Maturation,6.45,0.156,33.5,178.7,23.9,66.7,52.3,41.1,1,1,0,1,0,0,0,0
BD_ME_2024_0044,Makul_Ella,9/4/2023,Vegetative,6.01,0.17,94.2,171.7,16.8,89.2,56.4,30.4,1,1,1,1,11,0,0,0
BD_MH_2024_0047,Mirahawatte,2/19/2023,Germination,5.91,0.091,104.8,373,18.3,70.9,52.4,40.1,2,1,2,2,5.5,0,5,1000
BD_OH_2024_0056,Ohiya,9/3/2024,Maturation,5.95,0.175,62.6,216,16.6,88.6,51.9,37.4,1,1,1,1,0,0,0,0
BD_OH_2023_0057,Ohiya,4/21/2023,Maturation,5.26,0.099,46.3,226.2,14.3,89.5,65.8,54,1,2,0,1,0,0,0,0
BD_WD_2024_0053,Welimada,1/10/2024,Maturation,5.31,0.188,20,199.5,20.9,84.3,55.4,46.7,0,1,0,1,0,0,0,0
BD_RK_2023_0049,Rathkarawua,2/15/2024,Germination,5.89,0.124,89.2,317.7,23.8,69.6,53.8,47.2,2,1,1,2,5.5,4.5,5,600
BD_MH_2023_0048,Mirahawatte,1/7/2024,Tuber_Initiation,6.38,0.096,124.9,269.2,25,81.7,68.9,44,2,1,2,1,11,0,12.5,0
BD_BW_2024_0059,Bandarawela,5/31/2024,Maturation,6.3,0.067,140.2,294.2,25.4,71,53.4,49.5,2,1,2,1,0,0,0,0
BD_ME_2024_0045,Makul_Ella,9/30/2024,Germination,6.34,0.133,58.9,163.1,19.7,77.5,50.5,37.1,2,1,1,1,5.5,4.5,8,1000
BD_WD_2023_0054,Welimada,2/8/2024,Tuber_Initiation,5.83,0.214,69.2,219.6,23.1,76.5,50.3,51.1,1,2,1,1,5.5,0,12.5,0
BD_RK_2024_0050,Rathkarawua,5/28/2023,Vegetative,6.54,0.078,122,355.6,21.9,86.8,60.9,49.3,2,1,2,2,11,0,0,0
BD_MH_2024_0049,Mirahawatte,5/27/2024,Germination,5.84,0.113,89.5,350.7,23.9,71.1,44.6,52.8,2,2,1,2,3,4.5,5,600
BD_HP_2023_0035,Haputhale,5/21/2023,Tuber_Initiation,5.6,0.117,100.5,364,21.5,87.4,52,57.7,2,2,2,2,5.5,0,8,0
BD_UP_2024_0058,Uva_Paranagama,6/2/2023,Vegetative,4.96,0.313,27.6,153.5,21.8,66.2,44.7,41,0,1,0,1,11,0,0,0
BD_RK_2024_0051,Rathkarawua,6/16/2023,Maturation,6.1,0.059,72.7,291.8,26.1,71,44.1,49,2,1,1,1,0,0,0,0
BD_MH_2024_0050,Mirahawatte,8/30/2024,Tuber_Initiation,6.87,0.07,145,377.9,23.5,81.9,54.8,46.1,2,1,2,2,11,0,8,0
BD_ME_2024_0046,Makul_Ella,12/26/2024,Tuber_Initiation,5.93,0.157,68.4,237.2,20.7,88.6,62.3,40.6,1,1,1,1,11,0,12.5,0
BD_UP_2023_0059,Uva_Paranagama,1/13/2024,Tuber_Initiation,5.4,0.159,82.6,100,26.9,74.6,54.3,23.9,0,0,1,0,16.5,0,12.5,0
BD_BW_2024_0060,Bandarawela,8/20/2024,Tuber_Initiation,6.23,0.083,101.3,349.6,20.4,84.4,68.4,49.8,2,1,2,2,11,0,8,0
BD_HP_2024_0036,Haputhale,9/29/2023,Vegetative,5.46,0.087,122.8,355.8,20.4,85.6,53.8,45.6,2,1,2,2,11,0,0,0
BD_HP_2024_0037,Haputhale,6/24/2023,Maturation,5.58,0.061,116,290.6,25.1,79.2,53.1,37.4,2,1,2,1,0,0,0,0
BD_WD_2023_0055,Welimada,2/2/2023,Germination,5.42,0.085,109.5,235.1,22.3,75.2,51.4,33.8,2,1,2,1,5.5,0,8,1000
BD_BR_2023_0039,Boralanda,3/27/2024,Tuber_Initiation,6.24,0.04,87.9,304.2,22.2,83.7,52.9,46.9,2,1,1,2,11,0,8,0
BD_HN_2023_0046,Hinnarangolla,2/27/2024,Vegetative,6.41,0.168,85.5,240.5,19.3,77,41.9,40.4,1,1,1,1,11,0,0,0
BD_HN_2024_0047,Hinnarangolla,3/5/2023,Vegetative,6.07,0.04,61.2,264.7,19.4,89.4,55.2,32.2,2,1,1,1,11,0,0,0
BD_ME_2023_0047,Makul_Ella,7/28/2024,Tuber_Initiation,5.9,0.147,92.9,282.3,16.1,79.4,59.3,38.5,2,1,1,1,11,0,12.5,0
BD_UP_2024_0060,Uva_Paranagama,11/18/2023,Vegetative,6.99,0.056,43,194.6,27.8,82.1,51.5,18.6,1,0,0,1,11,0,0,0
BD_UP_2024_0061,Uva_Paranagama,7/13/2024,Tuber_Initiation,7.51,0.078,54,191,24.9,72.4,51.1,30.2,0,1,1,1,11,0,12.5,0
BD_OH_2024_0058,Ohiya,7/16/2023,Vegetative,5.63,0.081,95.1,161.8,18.4,88.6,72.6,37.2,2,1,1,1,11,0,0,0
BD_OH_2024_0059,Ohiya,8/19/2023,Tuber_Initiation,6.64,0.104,63.6,202,15.6,94.5,81.8,39.6,1,1,1,1,11,0,12.5,0
BD_OH_2023_0060,Ohiya,12/7/2024,Maturation,6.65,0.085,86.3,250.5,15,81.4,60.8,54.3,1,2,1,1,0,0,0,0
BD_RK_2024_0052,Rathkarawua,12/24/2023,Tuber_Initiation,5.3,0.106,97.4,294.8,26.7,76.9,49.8,54.1,1,2,1,1,5.5,0,12.5,0
BD_OH_2023_0061,Ohiya,8/10/2024,Maturation,6.17,0.186,20.1,183.9,14.5,87.4,44.7,22.3,1,0,0,1,0,0,0,0
BD_HN_2024_0048,Hinnarangolla,5/30/2023,Tuber_Initiation,5.4,0.04,62.4,174,21.9,73.6,61.2,49.6,1,1,1,1,11,0,12.5,0
BD_HP_2024_0038,Haputhale,3/22/2023,Tuber_Initiation,6.02,0.108,124.6,370.4,19.7,72.7,63.1,46.9,2,1,2,2,11,0,8,0
BD_UP_2024_0062,Uva_Paranagama,5/5/2024,Vegetative,5.05,0.375,27,216.6,21.7,73.2,43.4,20.1,0,0,0,1,11,0,0,0
BD_BR_2024_0040,Boralanda,7/29/2024,Tuber_Initiation,5.42,0.06,101.1,174.6,19,91.2,49.6,26.6,2,0,2,1,16.5,0,12.5,0
BD_WD_2023_0056,Welimada,9/22/2024,Vegetative,6.06,0.088,83.2,309.7,16.1,82,51.4,39.5,2,1,1,2,11,0,0,0
