season,district,field_size_acres,potato_variety,soil_type,planned_fertilizer_kg_per_acre,seed_cost_lkr,fertilizer_cost_lkr,labor_cost_lkr,crop_quality,hands_on_money_lkr,selling_price_lkr_per_kg,actual_yield_kg_per_acre
Maha,Nuwara_Eliya,2.09,Other,Loamy,1375,248435,24364,112391,Low,385190,135,5458
Yala,Nuwara_Eliya,0.57,Lapala,Loamy,1150,186856,16976,105548,High,309380,121,7255
Yala,Badulla,2.63,Other,Loamy,1087,152648,13217,142794,Medium,308659,112,6122
Maha,Badulla,1.56,Lapala,Loamy,1283,226591,17787,163182,Low,407560,119,5945
Yala,Nuwara_Eliya,2.07,Lapala,Loamy,1320,228971,20571,133911,Medium,383453,100,6757
Yala,Badulla,1.77,Granola,Loamy,1120,173095,21225,171400,High,365720,90,7341
Yala,Nuwara_Eliya,2.05,Granola,Loamy,1337,218144,21251,174140,High,413535,121,7993
Maha,Badulla,2.06,Granola,Sandy_Loam,1096,165521,14594,126569,High,306684,136,7229
Maha,Badulla,1.79,Granola,Clay_Loam,953,161333,12270,176925,Medium,350528,98,6746
Maha,Badulla,2.29,Lapala,Sandy_Loam,1391,237478,26623,97076,Low,361177,106,5731
Maha,Nuwara_Eliya,2.33,Lapala,Loamy,1040,166978,14429,91768,High,273175,133,7419
Maha,Nuwara_Eliya,1.17,Other,Clay_Loam,1009,161840,20020,148510,Low,330370,127,4735
Yala,Badulla,2.08,Other,Sandy_Loam,1184,196557,14559,97260,Medium,308376,123,6129
Maha,Nuwara_Eliya,1.04,Lapala,Loamy,1214,202861,23971,103306,Low,330138,137,5890
Maha,Badulla,1.44,Other,Loamy,1245,207695,19946,113200,Low,340841,125,5202
Maha,Badulla,2,Granola,Clay_Loam,1190,220339,21074,163633,Low,405046,123,5734
Yala,Nuwara_Eliya,1.03,Granola,Clay_Loam,1426,214829,24045,97541,Medium,336415,122,6968
Maha,Nuwara_Eliya,1.17,Granola,Loamy,1222,209102,23798,108588,High,341488,126,7924
Maha,Nuwara_Eliya,1.87,Granola,Loamy,1316,192721,23372,99104,Medium,315197,121,6831
Maha,Badulla,1.08,Lapala,Loamy,1125,197643,21363,101412,Medium,320418,133,6692
Yala,Badulla,1.57,Granola,Sandy_Loam,1119,184978,20720,174254,High,379952,115,7718
Yala,Nuwara_Eliya,1.96,Lapala,Loamy,1253,225882,18430,94988,Medium,339300,117,6681
Yala,Nuwara_Eliya,1.93,Granola,Sandy_Loam,781,113511,10864,175435,Medium,299810,105,6124
Yala,Nuwara_Eliya,1.27,Granola,Loamy,1165,194794,19121,122090,High,336005,112,8137
Yala,Nuwara_Eliya,1.15,Granola,Loamy,1052,184588,12801,127703,Medium,325092,128,6794
Yala,Badulla,1.01,Lapala,Loamy,1330,242894,18068,168695,Medium,429657,107,6944
Maha,Badulla,1.2,Granola,Sandy_Loam,1106,161680,18432,156128,Low,336240,106,5850
Maha,Badulla,2.26,Lapala,Clay_Loam,1134,173788,19704,94682,Low,288174,95,5013
Maha,Badulla,2.66,Lapala,Sandy_Loam,1243,215471,16911,169213,Low,401595,99,5853
Yala,Badulla,2.1,Lapala,Loamy,1010,184297,16425,132418,Medium,333140,139,6979
Maha,Badulla,2.39,Granola,Loamy,1303,193716,23191,135481,Medium,352388,123,6503
Maha,Badulla,2.99,Lapala,Loamy,1004,186903,12175,155693,Low,354771,134,5653
Yala,Badulla,2.97,Granola,Loamy,1229,175409,22971,136074,High,334454,116,7271
Yala,Nuwara_Eliya,0.99,Granola,Sandy_Loam,1095,164803,14159,177310,High,356272,91,7417
Maha,Nuwara_Eliya,0.84,Granola,Sandy_Loam,1441,269285,25268,104026,High,398579,102,7498
Yala,Badulla,0.68,Lapala,Loamy,1321,245708,22723,98137,Medium,366568,137,6038
Maha,Nuwara_Eliya,1.51,Granola,Loamy,1149,181008,20891,162285,Medium,364184,97,6854
Maha,Badulla,2.45,Granola,Loamy,1006,181551,15124,94250,High,290925,98,8116
Maha,Nuwara_Eliya,1.39,Granola,Loamy,1200,191026,23731,104324,Medium,319081,107,6967
Yala,Badulla,0.74,Granola,Sandy_Loam,1164,207013,19617,105010,High,331640,129,7249
Yala,Badulla,1.66,Granola,Loamy,1189,199150,20161,149714,Medium,369025,131,6530
Maha,Badulla,2.63,Granola,Clay_Loam,1150,209445,18408,178327,Medium,406180,94,6078
Yala,Badulla,1.38,Other,Loamy,1641,283296,23048,122810,Low,429154,132,5532
Yala,Badulla,1.77,Granola,Loamy,1439,233437,18898,99224,Medium,351559,116,6251
Yala,Nuwara_Eliya,2.36,Other,Sandy_Loam,1402,245501,20993,91594,Low,358088,125,4967
Maha,Badulla,0.91,Granola,Sandy_Loam,957,134626,14262,144098,High,292986,132,7592
Yala,Nuwara_Eliya,1.17,Granola,Clay_Loam,1312,226170,16051,145629,Medium,387850,115,6548
Yala,Badulla,0.7,Granola,Clay_Loam,1527,244984,24025,94743,Medium,363752,91,6880
Yala,Badulla,1.55,Granola,Loamy,1493,276228,25856,99469,High,401553,123,7430
Yala,Nuwara_Eliya,0.68,Granola,Clay_Loam,1104,187473,19516,90662,Low,297651,115,5563
Maha,Nuwara_Eliya,2.92,Granola,Loamy,1231,176334,19358,111622,High,307314,113,7044
Yala,Nuwara_Eliya,1.39,Granola,Sandy_Loam,1279,232151,22142,120453,High,374746,136,7640
Maha,Badulla,0.6,Lapala,Clay_Loam,1343,189889,18766,131365,Low,340020,121,5991
Yala,Badulla,1.2,Granola,Loamy,1678,269626,30206,152406,Medium,452238,139,6664
Maha,Nuwara_Eliya,1.61,Other,Loamy,1481,250516,29148,149430,Low,429094,116,5219
Yala,Badulla,2.85,Granola,Loamy,1246,227804,18899,107924,Medium,354627,111,6894
Yala,Badulla,2.4,Granola,Clay_Loam,1061,162453,16433,104121,Medium,283007,137,6977
Maha,Nuwara_Eliya,2.3,Other,Clay_Loam,1189,197088,21636,140593,Low,359317,117,4873
Maha,Badulla,1.82,Granola,Loamy,1391,262121,22080,95724,High,379925,117,7870
Maha,Badulla,0.58,Granola,Sandy_Loam,1664,238158,29568,110735,High,378461,124,7783
Yala,Nuwara_Eliya,2.87,Granola,Clay_Loam,1211,173811,23580,158971,High,356362,122,7087
Maha,Badulla,2.28,Other,Sandy_Loam,1065,155333,17280,101418,Low,274031,119,5769
Maha,Nuwara_Eliya,0.53,Granola,Loamy,1173,189109,20782,144341,Medium,354232,104,6948
Yala,Badulla,2.92,Granola,Loamy,1303,184103,17947,160242,Medium,362292,100,6240
Maha,Nuwara_Eliya,0.52,Granola,Clay_Loam,1229,224569,21464,94709,High,340742,129,7129
Maha,Badulla,2.64,Lapala,Sandy_Loam,1219,183424,19865,156349,Medium,359638,121,6147
Yala,Nuwara_Eliya,2.19,Other,Sandy_Loam,1132,178825,21357,110934,Low,311116,95,5497
Maha,Badulla,2.81,Other,Loamy,1237,176974,21915,146107,Medium,344996,138,6197
Yala,Nuwara_Eliya,1.8,Other,Sandy_Loam,970,171864,17462,118556,Low,307882,114,5442
Maha,Nuwara_Eliya,0.56,Granola,Sandy_Loam,1352,189388,19287,169326,High,378001,119,7020
Maha,Badulla,2.19,Granola,Clay_Loam,1265,198677,22744,139478,Low,360899,112,5819
Yala,Badulla,2.94,Lapala,Loamy,1038,164846,20142,135273,High,320261,123,7315
Yala,Nuwara_Eliya,2.17,Granola,Loamy,1154,178965,17393,166895,Medium,363253,127,6652
Yala,Nuwara_Eliya,2.42,Other,Loamy,1487,249123,29079,109104,Medium,387306,116,6043
Maha,Badulla,2.55,Other,Sandy_Loam,1080,187532,17542,149650,Low,354724,119,5665
Maha,Nuwara_Eliya,0.78,Granola,Loamy,1228,205126,22775,105451,High,333352,130,7553
Maha,Nuwara_Eliya,2.25,Granola,Loamy,1261,216852,18541,171617,Medium,407010,119,6251
Yala,Nuwara_Eliya,2.39,Lapala,Loamy,1613,297981,22809,126953,High,447743,134,7283
Yala,Nuwara_Eliya,1.58,Granola,Loamy,902,152688,14584,103479,High,270751,93,7631
Yala,Nuwara_Eliya,1.4,Lapala,Loamy,818,147074,11816,96556,Medium,255446,136,6304
Yala,Nuwara_Eliya,1.2,Lapala,Clay_Loam,1587,263692,30146,93909,Medium,387747,103,6553
Maha,Badulla,0.54,Granola,Sandy_Loam,1457,233184,20950,151355,High,405489,100,7409
Maha,Nuwara_Eliya,1.54,Granola,Loamy,1560,246391,26333,124423,Medium,397147,105,6122
Yala,Badulla,1.26,Granola,Clay_Loam,1170,218200,19141,149531,Low,386872,135,5681
Yala,Nuwara_Eliya,2.27,Lapala,Clay_Loam,1035,167555,14330,116207,Low,298092,128,5139
Maha,Nuwara_Eliya,1.57,Granola,Loamy,1166,182908,14828,176538,High,374274,130,7053
Maha,Badulla,2.83,Granola,Loamy,1330,186454,18493,174460,Medium,379407,98,6311
Yala,Badulla,2.65,Granola,Clay_Loam,1218,211881,15337,179354,Medium,406572,110,6047
Yala,Badulla,0.72,Granola,Loamy,1251,237640,17882,115240,Medium,370762,97,6420
Maha,Badulla,1.86,Granola,Sandy_Loam,1438,245231,20296,115851,High,381378,115,7425
Yala,Nuwara_Eliya,2.52,Granola,Loamy,1359,199656,20940,139708,Medium,360304,119,6656
Yala,Nuwara_Eliya,2.45,Other,Clay_Loam,860,144664,13142,119966,Low,277772,96,4859
Yala,Nuwara_Eliya,1.15,Granola,Clay_Loam,1126,163195,18734,146507,Medium,328436,108,6528
Yala,Badulla,2.89,Lapala,Sandy_Loam,1134,168946,14513,94906,Medium,278365,123,6772
Maha,Badulla,0.64,Granola,Clay_Loam,1450,261011,28212,159320,Low,448543,127,5944
Maha,Nuwara_Eliya,1.03,Lapala,Loamy,1279,238632,16258,136037,High,390927,135,7299
Maha,Badulla,1.42,Lapala,Loamy,1128,183235,18941,96456,High,298632,101,7352
Yala,Badulla,2.45,Granola,Loamy,940,161114,13349,171862,Medium,346325,121,6223
Yala,Badulla,2.54,Granola,Loamy,1003,155785,13257,113757,High,282799,111,7638
Maha,Nuwara_Eliya,1.21,Granola,Loamy,1428,234594,25180,92681,Medium,352455,90,6229
Yala,Badulla,2.64,Granola,Clay_Loam,1624,268827,25685,165140,Medium,459652,127,6427
Maha,Nuwara_Eliya,0.51,Granola,Loamy,1154,174814,15690,93400,Medium,283904,122,6631
Yala,Nuwara_Eliya,2.5,Other,Loamy,1268,190235,17400,116268,Low,323903,98,5869
Maha,Nuwara_Eliya,2.04,Granola,Clay_Loam,1187,169056,16240,140929,Low,326225,120,5567
Yala,Nuwara_Eliya,2.12,Lapala,Sandy_Loam,1074,173295,13994,175286,Low,362575,113,5860
Yala,Nuwara_Eliya,1.74,Granola,Clay_Loam,1144,209761,19887,94226,Medium,323874,118,6970
Yala,Nuwara_Eliya,2.71,Granola,Sandy_Loam,676,94879,12543,122384,High,229806,117,7161
Maha,Badulla,1.83,Granola,Clay_Loam,941,161951,13536,101381,Medium,276868,132,6192
Yala,Nuwara_Eliya,2,Granola,Loamy,761,135026,14172,159411,Medium,308609,91,6484
Yala,Badulla,2.84,Lapala,Clay_Loam,1519,235688,23446,132363,Low,391497,97,5061
Yala,Badulla,1.1,Granola,Loamy,1227,212702,23672,121105,Medium,357479,121,6152
Maha,Badulla,2.58,Lapala,Loamy,1345,213640,21881,90021,Low,325542,102,5940
Maha,Badulla,2.51,Granola,Loamy,1423,216392,17970,122076,High,356438,127,7248
Yala,Nuwara_Eliya,2.9,Lapala,Sandy_Loam,1202,197929,14809,178588,Low,391326,109,5553
Yala,Nuwara_Eliya,1.15,Lapala,Loamy,1117,189377,17923,91618,Low,298918,136,5686
Maha,Nuwara_Eliya,2.46,Lapala,Loamy,1328,215638,24747,117241,Medium,357626,113,6066
Maha,Nuwara_Eliya,2.51,Granola,Clay_Loam,1603,286818,20916,144086,Medium,451820,91,6455
Maha,Nuwara_Eliya,0.96,Granola,Loamy,1246,213263,15693,135332,High,364288,99,7298
Yala,Badulla,1.93,Granola,Loamy,1000,154883,12263,143111,Medium,310257,116,6675
Maha,Badulla,2.99,Granola,Sandy_Loam,735,119522,9073,117864,High,246459,106,7490
Yala,Nuwara_Eliya,0.52,Granola,Clay_Loam,911,130591,11137,112027,Medium,253755,134,6297
Yala,Badulla,0.76,Lapala,Loamy,1337,239836,19370,119420,Medium,378626,90,6902
Yala,Badulla,1.73,Lapala,Sandy_Loam,1221,175201,19327,105511,Medium,300039,127,6965
Maha,Badulla,2.67,Lapala,Sandy_Loam,1165,170456,22794,101931,Low,295181,128,5762
Yala,Badulla,2.07,Other,Sandy_Loam,1155,199562,16070,115247,Low,330879,131,5946
Maha,Badulla,1.3,Lapala,Loamy,1102,194892,13842,167808,Medium,376542,114,6389
Maha,Badulla,2.65,Granola,Loamy,1178,217154,17701,157475,High,392330,94,7088
Yala,Nuwara_Eliya,2.43,Granola,Sandy_Loam,876,132872,13382,160207,Medium,306461,128,6245
Maha,Badulla,0.94,Granola,Loamy,1359,245283,25947,113673,High,384903,101,7066
Maha,Badulla,1.42,Granola,Sandy_Loam,1359,197911,26462,106522,Medium,330895,102,6609
Yala,Nuwara_Eliya,2.86,Other,Clay_Loam,1145,166449,14666,91019,Medium,272134,117,6292
Yala,Badulla,1.85,Other,Loamy,1238,226459,20267,141252,Medium,387978,107,6202
Yala,Badulla,2.41,Granola,Clay_Loam,1004,175493,13369,157831,High,346693,138,7001
Yala,Nuwara_Eliya,2.24,Lapala,Loamy,1127,184834,18350,105221,Medium,308405,106,6393
Maha,Nuwara_Eliya,2.82,Lapala,Loamy,1068,193147,16308,119409,Low,328864,127,5689
Maha,Nuwara_Eliya,1.62,Granola,Clay_Loam,1416,207171,18388,103270,Low,328829,91,5630
Yala,Nuwara_Eliya,1.58,Lapala,Clay_Loam,1117,162219,21276,137474,Medium,320969,131,6520
Yala,Badulla,1.89,Granola,Clay_Loam,1229,205698,15379,147849,High,368926,119,7227
Maha,Nuwara_Eliya,1.37,Other,Clay_Loam,913,144872,15849,96478,Low,257199,102,5863
Maha,Nuwara_Eliya,1.51,Granola,Loamy,1380,246377,19474,90485,High,356336,123,8152
Maha,Badulla,1.3,Other,Loamy,901,135503,16675,156854,Low,309032,123,5608
Yala,Nuwara_Eliya,1.94,Granola,Loamy,1530,218502,19347,179349,High,417198,129,8043
Yala,Badulla,2.9,Granola,Sandy_Loam,1105,178171,14393,101062,High,293626,120,7158
Maha,Badulla,1.32,Granola,Loamy,1406,235115,18766,158441,High,412322,139,8094
Maha,Badulla,2.26,Granola,Sandy_Loam,1186,188171,18911,142121,High,349203,99,7617
Maha,Nuwara_Eliya,2.08,Granola,Sandy_Loam,1438,210017,18161,137457,Medium,365635,110,6981
Yala,Badulla,1.58,Granola,Clay_Loam,1566,244720,19978,177828,Medium,442526,104,6312
Yala,Nuwara_Eliya,2.53,Granola,Loamy,1319,188723,17542,170553,Medium,376818,124,6604
Maha,Badulla,2.23,Granola,Loamy,954,165500,18856,105814,Medium,290170,119,6977
Yala,Nuwara_Eliya,1.79,Granola,Sandy_Loam,1081,198036,15556,107368,High,320960,95,7037
Yala,Nuwara_Eliya,1.48,Granola,Loamy,1042,162011,18036,149920,High,329967,104,7054
Yala,Nuwara_Eliya,1.03,Granola,Clay_Loam,1147,172664,15851,115164,Medium,303679,96,6729
Yala,Badulla,0.84,Lapala,Loamy,1297,198182,22316,100464,Medium,320962,116,6387
Maha,Nuwara_Eliya,2.01,Other,Clay_Loam,1553,264612,23664,110268,Low,398544,102,5476
Yala,Badulla,0.6,Other,Sandy_Loam,1218,221250,21419,116227,Low,358896,106,5466
Yala,Nuwara_Eliya,1.5,Granola,Sandy_Loam,1220,171578,23146,130206,Medium,324930,107,6062
Yala,Badulla,1.74,Granola,Sandy_Loam,1301,221123,24016,99842,Medium,344981,109,6467
Yala,Nuwara_Eliya,1.03,Lapala,Sandy_Loam,1182,216724,23192,126437,High,366353,115,7077
Yala,Badulla,2.48,Granola,Sandy_Loam,1302,218832,17560,110193,High,346585,114,7741
Maha,Badulla,1.72,Granola,Sandy_Loam,1134,201192,20719,119214,High,341125,126,7121
Maha,Nuwara_Eliya,2.47,Lapala,Loamy,1151,176807,17349,165234,Medium,359390,97,6424
Yala,Badulla,0.99,Lapala,Clay_Loam,1430,221107,27168,159460,Medium,407735,110,6328
Yala,Nuwara_Eliya,1.65,Granola,Clay_Loam,1025,172849,16404,167003,Low,356256,116,5985
Yala,Badulla,1.86,Granola,Sandy_Loam,1245,225440,15224,146776,Medium,387440,107,6377
Yala,Nuwara_Eliya,1.36,Lapala,Loamy,1110,208202,18846,153604,Medium,380652,104,6338
Yala,Badulla,2.83,Granola,Sandy_Loam,1251,221068,18726,154809,High,394603,123,7219
Yala,Badulla,1.46,Granola,Clay_Loam,982,183830,12159,166515,High,362504,139,7209
Yala,Nuwara_Eliya,0.53,Other,Loamy,1622,281256,21756,142220,Low,445232,135,5761
Yala,Badulla,0.97,Lapala,Loamy,1067,158921,20502,125746,Medium,305169,102,6409
Yala,Badulla,2.82,Other,Loamy,994,172776,12661,155656,Medium,341093,107,6420
Yala,Badulla,1.6,Other,Sandy_Loam,1698,265361,33737,150061,Low,449159,92,5498
Yala,Badulla,0.64,Granola,Loamy,1144,179189,17739,113642,High,310570,98,7545
Yala,Badulla,1.3,Granola,Loamy,1317,233985,23351,150244,High,407580,113,7444
Yala,Badulla,1.75,Granola,Loamy,1345,231528,23594,168387,High,423509,107,7717
Yala,Badulla,2.71,Granola,Sandy_Loam,1507,283669,18970,94809,Medium,397448,136,6860
Maha,Badulla,1.71,Granola,Sandy_Loam,1296,229860,18783,117561,Low,366204,131,5927
Yala,Badulla,1.14,Granola,Clay_Loam,1033,180234,15238,114953,Medium,310425,139,6946
Maha,Badulla,1.39,Granola,Loamy,1547,259445,27994,138364,Medium,425803,132,6140
Yala,Nuwara_Eliya,1.62,Granola,Clay_Loam,1252,209964,24347,90481,High,324792,127,7241
Maha,Badulla,2.83,Granola,Sandy_Loam,1191,175144,14299,162912,High,352355,94,7073
Yala,Nuwara_Eliya,1.02,Lapala,Loamy,973,172024,14020,131705,Low,317749,119,5867
Yala,Badulla,1.26,Lapala,Loamy,1269,221321,16529,128282,Medium,366132,102,6995
Yala,Badulla,2.01,Granola,Loamy,1228,229405,23250,178432,High,431087,116,7756
Maha,Badulla,2.12,Granola,Loamy,1042,190577,14992,173136,High,378705,101,7674
Yala,Badulla,2.37,Granola,Clay_Loam,917,157653,13108,116426,High,287187,109,7143
Yala,Badulla,2.2,Granola,Loamy,1376,258319,23156,174055,Medium,455530,100,6383
Yala,Nuwara_Eliya,0.97,Granola,Clay_Loam,1593,248376,23974,179164,Medium,451514,102,6472
Maha,Badulla,1.1,Granola,Sandy_Loam,1093,179316,17133,122625,High,319074,119,7053
Yala,Badulla,1.92,Granola,Loamy,1515,246311,28563,174968,High,449842,106,7270
Yala,Nuwara_Eliya,1,Granola,Loamy,1077,197982,14287,131009,High,343278,120,7550
Yala,Nuwara_Eliya,2.67,Granola,Loamy,1187,214890,20079,164894,Medium,399863,114,6322
Yala,Badulla,1.26,Lapala,Sandy_Loam,1050,162527,16763,127900,Low,307190,110,5700
Yala,Badulla,0.99,Granola,Loamy,1089,171944,13141,165528,High,350613,91,8082
Maha,Badulla,1.84,Granola,Sandy_Loam,980,156165,16834,94029,Medium,267028,92,6712
Yala,Nuwara_Eliya,2.72,Granola,Clay_Loam,1104,172036,16782,103544,High,292362,115,7044
Yala,Badulla,1.73,Lapala,Sandy_Loam,939,154486,13203,169643,Low,337332,118,5681
Yala,Badulla,0.61,Other,Loamy,1108,182388,21102,127162,Low,330652,116,5266
Yala,Badulla,1.11,Lapala,Loamy,1456,212121,22258,148305,Low,382684,125,5882
Yala,Badulla,2.85,Granola,Clay_Loam,1274,189114,23663,159232,Medium,372009,119,6144
Yala,Badulla,0.78,Granola,Clay_Loam,1299,239590,16090,140693,Low,396373,122,5897
Yala,Badulla,2.76,Other,Clay_Loam,1325,208404,17716,97108,Low,323228,124,5980
Maha,Badulla,2.58,Granola,Loamy,1422,261568,20646,101608,High,383822,113,7350
Yala,Badulla,1.19,Granola,Loamy,992,183810,16000,103837,High,303647,136,7691
Maha,Badulla,2.27,Granola,Loamy,1284,223948,17664,129480,High,371092,129,7748
Maha,Badulla,2.48,Lapala,Sandy_Loam,1049,163373,13568,114584,Medium,291525,100,6116
Yala,Nuwara_Eliya,0.76,Lapala,Sandy_Loam,1018,147393,19729,141162,Medium,308284,108,6677
Yala,Nuwara_Eliya,2.23,Granola,Clay_Loam,1614,243813,28110,159501,Medium,431424,113,6688
Maha,Nuwara_Eliya,2.74,Granola,Clay_Loam,1042,187630,15925,110707,High,314262,110,7092
Yala,Badulla,1.81,Lapala,Loamy,943,137172,17308,98907,High,253387,103,7203
Maha,Badulla,2.93,Other,Loamy,1343,190771,23691,130588,Medium,345050,95,6469
Maha,Badulla,2.68,Granola,Loamy,1394,222875,20478,111103,High,354456,114,7251
Yala,Nuwara_Eliya,1.58,Granola,Clay_Loam,1324,195497,15992,111427,Low,322916,131,5896
Maha,Badulla,1.54,Lapala,Sandy_Loam,1097,187012,18299,123276,Low,328587,114,5853
Yala,Nuwara_Eliya,1.03,Granola,Sandy_Loam,1336,231176,26192,155671,High,413039,92,7583
Yala,Nuwara_Eliya,1.08,Granola,Loamy,1317,211327,23687,100211,High,335225,102,7798
Yala,Nuwara_Eliya,1.47,Other,Clay_Loam,1148,215956,17705,107772,Low,341433,121,5815
Maha,Nuwara_Eliya,2.47,Granola,Loamy,1438,223807,26767,143545,High,394119,129,8188
Yala,Badulla,2.96,Granola,Loamy,1032,150045,14549,165499,High,330093,91,7183
Yala,Nuwara_Eliya,1.9,Granola,Sandy_Loam,1119,191109,19613,126373,Medium,337095,133,6627
Yala,Badulla,0.59,Granola,Sandy_Loam,1044,152133,15078,160313,Medium,327524,108,6272
Maha,Badulla,0.99,Other,Loamy,1199,220012,15598,151010,Medium,386620,118,6053
Yala,Badulla,2.3,Other,Loamy,1576,222176,29070,99735,Medium,350981,139,6308
Yala,Nuwara_Eliya,1,Granola,Sandy_Loam,1129,161243,21390,116524,Medium,299157,90,6236
Maha,Nuwara_Eliya,2.98,Granola,Loamy,1141,178841,16707,91775,High,287323,96,7558
Maha,Nuwara_Eliya,1.08,Granola,Sandy_Loam,1545,260101,26989,90255,Medium,377345,136,6006
Maha,Badulla,2.43,Granola,Clay_Loam,1350,220562,25649,162974,High,409185,139,7286
Yala,Nuwara_Eliya,2.33,Granola,Loamy,1261,227251,16777,112428,Medium,356456,107,6429
Yala,Nuwara_Eliya,2.94,Lapala,Loamy,1232,172757,17871,137408,Low,328036,106,5750
Yala,Badulla,2.77,Granola,Loamy,1449,235698,25320,122392,Medium,383410,123,6155
Maha,Nuwara_Eliya,2.48,Lapala,Sandy_Loam,1373,206240,19191,179647,Low,405078,95,5606
Yala,Nuwara_Eliya,2.48,Granola,Loamy,955,162898,16777,120822,Medium,300497,95,6218
Maha,Badulla,1.8,Lapala,Sandy_Loam,1484,239105,22534,92380,High,354019,106,7085
Maha,Badulla,2.53,Lapala,Loamy,1256,232204,19565,129325,Low,381094,129,5715
Yala,Badulla,2.59,Lapala,Clay_Loam,1333,233159,18211,91825,Low,343195,113,5914
Yala,Nuwara_Eliya,1.97,Lapala,Clay_Loam,1348,230269,26808,147596,Medium,404673,133,6677
Yala,Badulla,1.45,Granola,Loamy,1330,190138,17081,106618,High,313837,107,7233
Yala,Nuwara_Eliya,1.03,Lapala,Sandy_Loam,1378,200567,18488,128579,Medium,347634,96,6323
Yala,Badulla,1.21,Granola,Loamy,1225,208737,20342,104726,Medium,333805,96,6126
Maha,Badulla,2.7,Granola,Sandy_Loam,1304,236945,20756,158631,Medium,416332,131,6489
Yala,Badulla,1.68,Granola,Clay_Loam,1185,215865,17649,90931,Medium,324445,121,6855
Yala,Nuwara_Eliya,2.92,Other,Loamy,1192,207958,20099,138432,Low,366489,113,5713
Maha,Badulla,1.75,Granola,Loamy,1054,164633,17598,96001,High,278232,131,7273
Yala,Nuwara_Eliya,1.33,Granola,Loamy,1042,195856,18469,160934,High,375259,125,7332
Maha,Badulla,2.65,Other,Loamy,1240,231355,20666,138454,Low,390475,112,5558
Yala,Badulla,0.67,Granola,Sandy_Loam,1346,252727,25711,118636,High,397074,98,7301
Yala,Nuwara_Eliya,1.13,Granola,Loamy,1353,198237,19583,100519,Medium,318339,139,6730
Yala,Badulla,1,Granola,Loamy,1137,160438,19471,127253,Medium,307162,103,6512
Yala,Nuwara_Eliya,1.54,Granola,Sandy_Loam,880,148063,16605,100572,High,265240,129,7153
Yala,Badulla,2.33,Other,Clay_Loam,1039,189273,14161,156860,Low,360294,124,5937
Maha,Badulla,1.13,Granola,Sandy_Loam,1326,205193,16073,109811,Medium,331077,104,6684
Yala,Nuwara_Eliya,2.68,Lapala,Loamy,1463,274767,17591,112313,High,404671,136,7353
Yala,Badulla,2.41,Granola,Sandy_Loam,1456,220699,19582,162927,Medium,403208,96,6736
Yala,Nuwara_Eliya,0.96,Other,Clay_Loam,949,147859,14610,117839,Medium,280308,104,6290
Yala,Badulla,2.33,Granola,Sandy_Loam,1242,230760,17764,106697,High,355221,122,7233
Maha,Badulla,1.3,Granola,Clay_Loam,1183,215672,18476,128195,Medium,362343,97,6317
Maha,Nuwara_Eliya,0.56,Granola,Sandy_Loam,1359,236469,23213,171859,Medium,431541,90,6916
Yala,Badulla,1.85,Granola,Loamy,1184,217744,19757,150677,High,388178,130,7480
Yala,Nuwara_Eliya,2.54,Lapala,Clay_Loam,1400,204086,27656,176366,Low,408108,107,5122
Maha,Nuwara_Eliya,1.91,Granola,Loamy,1363,219401,26882,151545,Medium,397828,129,6696
Yala,Nuwara_Eliya,1.72,Granola,Loamy,957,179563,14883,105723,Medium,300169,99,6670
Maha,Badulla,1.17,Granola,Sandy_Loam,1007,148967,14602,99532,High,263101,90,7421
Maha,Badulla,2.49,Granola,Loamy,1060,156086,18968,144124,Medium,319178,122,6087
Maha,Badulla,0.67,Granola,Loamy,1199,212990,22284,169145,High,404419,114,7419
Maha,Badulla,1.72,Granola,Loamy,1179,184472,18142,141447,Medium,344061,135,6913
Yala,Nuwara_Eliya,0.74,Granola,Loamy,1440,203068,24243,114932,Medium,342243,133,6676
Maha,Nuwara_Eliya,2.19,Granola,Loamy,1201,192715,17190,162807,High,372712,130,7047
Maha,Badulla,1.4,Granola,Loamy,1621,267173,23420,173448,Medium,464041,119,6942
Yala,Badulla,2.42,Other,Loamy,1567,228162,24329,133107,Low,385598,134,5897
Maha,Badulla,1.71,Other,Loamy,1296,183090,16211,109897,Medium,309198,115,6173
Maha,Badulla,0.93,Granola,Sandy_Loam,994,146535,15099,171396,High,333030,139,7793
Yala,Nuwara_Eliya,2.22,Granola,Sandy_Loam,1377,228840,16793,161163,Medium,406796,90,6378
Yala,Nuwara_Eliya,2.91,Granola,Loamy,881,148598,17111,164554,Medium,330263,106,6577
Yala,Badulla,2.76,Other,Sandy_Loam,1317,217705,23360,164963,Medium,406028,127,6403
Yala,Nuwara_Eliya,2.23,Other,Loamy,956,148813,17236,109805,Medium,275854,109,6758
Yala,Badulla,1.51,Granola,Loamy,1033,183013,14479,130875,High,328367,109,8172
Yala,Nuwara_Eliya,0.7,Granola,Sandy_Loam,1089,185095,16716,128865,Medium,330676,92,6833
Yala,Nuwara_Eliya,2.4,Granola,Clay_Loam,1402,210085,25542,164888,Low,400515,108,5904
Yala,Nuwara_Eliya,1.73,Granola,Sandy_Loam,1369,227470,26269,104795,High,358534,130,7395
Yala,Badulla,1.5,Granola,Loamy,1278,205209,25025,101373,Medium,331607,138,6563
Yala,Badulla,0.86,Other,Loamy,869,150287,14365,132458,Medium,297110,114,6514
Yala,Badulla,2.17,Other,Loamy,1286,208157,19583,102326,Low,330066,115,5407
